,tout,s,i,t1,t2,t3,t4,t5,t6,t7,t8,sp0,m,rh
26,1.925,0.0,41638.1029621,23.1063588233,21.1146832272,22.6037549305,20.3110937907,21.2327388981,22.2176766407,24.3047127883,21.9905991776,24.31,2.98491672932,0.0
27,1.83333333333,0.0,41638.1029621,23.0876183726,21.1048151938,22.5823995497,20.3107448286,21.2151349019,22.2047670966,24.308143856,21.9720963369,24.31,2.98491672932,0.0
28,1.74166666667,0.0,41638.1029621,23.0744514657,21.0965566277,22.5677947468,20.3104946446,21.2016874555,22.1935814558,24.3092108034,21.9596735403,24.31,2.98491672932,0.0
29,1.65,0.0,41638.1029621,23.0639045374,21.0891196079,22.5561732616,20.3102217637,21.1905723643,22.1823326619,24.3095373958,21.9511217643,24.31,2.98491672932,0.0
30,1.55833333333,0.0,41638.1029621,23.054353236,21.0820396437,22.5455452831,20.3094935688,21.180609381,22.1707119062,24.3096349475,21.944745783,24.31,2.98491672932,0.0
31,1.46666666667,0.0,41638.1029621,23.0452330563,21.0751350998,22.5353032253,20.3115134638,21.1712689855,22.1589626457,24.3096611447,21.9396029382,24.31,2.98491672932,0.0
32,1.375,0.0,41638.1029621,23.0364489859,21.068365733,22.5254136114,20.3102252795,21.1623740211,22.147289064,24.3096652845,21.9352477305,24.31,2.98491672932,0.0
33,1.28333333333,0.0,41638.1029621,23.0280184882,21.0617372637,22.5159403413,20.3101389967,21.1538738166,22.1357571055,24.3096631075,21.9314719843,24.31,2.98491672932,0.0
34,1.19166666667,0.0,41638.1029621,23.0199228949,21.0552523646,22.5068787611,20.3103285083,21.1457318191,22.1243285075,24.3096591574,21.9281479817,24.31,2.98491672932,0.0
35,1.1,0.0,41638.1029621,23.0121150031,21.0489057327,22.498177541,20.3096870839,21.1379063465,22.1129624441,24.3096550973,21.9251782051,24.31,2.98491672932,0.0
36,1.1,0.0,41638.1029621,23.0051395573,21.043013937,22.4901672778,20.3828947667,21.1306961541,22.103285785,24.3653621278,21.9225493546,24.39,2.98491672932,0.0
37,1.1,0.0,41638.1029621,22.9984818731,21.0374806655,22.4823877777,20.3892274539,21.1239346113,22.0942341991,24.3822473403,21.9199862388,24.39,2.98491672932,0.0
38,1.1,0.0,41638.1029621,22.9926423299,21.0324090589,22.4752727462,20.3905826581,21.1177564568,22.08665762,24.3874399491,21.9176734609,24.39,2.98491672932,0.0
39,1.1,0.0,41638.1029621,22.9872012168,21.0276230338,22.4685216427,20.3898396104,21.1119536067,22.0794841485,24.3890166446,21.9154999024,24.39,2.98491672932,0.0
40,1.1,0.0,41638.1029621,22.9820330851,21.0230437901,22.4620606858,20.39036306,21.1064353926,22.0724725537,24.3894999746,21.9134422289,24.39,2.98491672932,0.0
41,1.1,0.0,41638.1029621,22.9770723246,21.0186292204,22.4558446701,20.3897074804,21.1011488686,22.0655987276,24.3896487005,21.9114809881,24.39,2.98491672932,0.0
42,1.1,0.0,41638.1029621,22.9722920303,21.0143609898,22.4498477236,20.3897752175,21.0960664632,22.0589042874,24.3896956507,21.9096021695,24.39,2.98491672932,0.0
43,1.1,0.0,41638.1029621,22.9676863138,21.0102322127,22.4440572962,20.3914903729,21.091174156,22.052424578,24.3897114106,21.9077985719,24.39,2.98491672932,0.0
44,1.1,0.0,41638.1029621,22.9632171872,21.0062295488,22.4384394632,20.3914258163,21.0864504797,22.0461064311,24.3897168769,21.9060543492,24.39,2.98491672932,0.0
45,1.1,0.0,41638.1029621,22.9588738953,21.0023471095,22.4329839895,20.391587051,21.0818844711,22.0399456813,24.3897197529,21.9043643282,24.39,2.98491672932,0.0
46,1.1,0.0,41638.1029621,22.9546594084,20.9985820629,22.4276902425,20.3902317235,21.0774698275,22.0339570457,24.3897215858,21.9027281938,24.39,2.98491672932,0.0
47,1.1,0.0,41638.1029621,22.9505448461,20.9949221686,22.4225307165,20.3898137548,21.0731888127,22.0280862938,24.389722316,21.9011340839,24.39,2.98491672932,0.0
48,1.15,0.0,41638.1029621,22.9464056867,20.9910654526,22.417300401,20.4459511538,21.0687463209,22.0222000823,24.4317483259,21.8996331852,24.45,2.98491672932,0.0
49,1.2,0.0,41638.1029621,22.9417439358,20.986783288,22.4115633383,20.4488016019,21.0638747325,22.0154199668,24.4443052991,21.8980590348,24.45,2.98491672932,0.0
50,1.25,0.0,41638.1029621,22.9371259338,20.9822994993,22.4058182625,20.45079552,21.0588297394,22.0089969034,24.4481019427,21.8965742297,24.45,2.98491672932,0.0
51,1.3,0.0,41638.1029621,22.9325029508,20.9776993388,22.4000712325,20.4511280195,21.0536815611,22.0027234425,24.4492359235,21.8951246314,24.45,2.98491672932,0.0
52,1.35,0.0,41638.1029621,22.9279118305,20.9730639285,22.394378452,20.4519930844,21.0485076501,21.9965815664,24.4495764525,21.8936992861,24.45,2.98491672932,0.0
53,1.4,0.0,41638.1029621,22.9233844824,20.9684377933,22.3887710009,20.4513713093,21.0433526462,21.9905864188,24.4496788761,21.892298966,24.45,2.98491672932,0.0
54,1.45,0.0,41638.1029621,22.9189302214,20.9638375621,22.3832512074,20.4514384682,21.0382336389,21.9847380513,24.4497096894,21.8909240924,24.45,2.98491672932,0.0
55,1.5,0.0,41638.1029621,22.9145343677,20.959264134,22.3778004366,20.4502935854,21.0331505916,21.9790031171,24.4497187696,21.8895690011,24.45,2.98491672932,0.0
56,1.55,0.0,41638.1029621,22.9101909485,20.9547182634,22.3724092067,20.4500861777,21.0281037555,21.973373263,24.4497217198,21.8882309784,24.45,2.98491672932,0.0
57,1.6,0.0,41638.1029621,22.9059104899,20.9502048669,22.3670832801,20.4488600543,21.0230985716,21.9678719876,24.4497230504,21.8869133136,24.45,2.98491672932,0.0
58,1.65,0.0,41638.1029621,22.9016838192,20.9457229027,22.3618133869,20.4515263193,21.0181329171,21.9624779305,24.4497234109,21.8856123607,24.45,2.98491672932,0.0
59,1.7,0.0,41638.1029621,22.8975135083,20.9412740981,22.3566003345,20.4507256275,21.0132083469,21.957194846,24.4497237503,21.8843288146,24.45,2.98491672932,0.0
60,1.7,0.0,41638.1029621,22.8937355131,20.9373909243,22.3518462843,20.3968114074,21.0088443976,21.952641589,24.4078458046,21.8829974876,24.39,2.98491672932,0.0
61,1.7,0.0,41638.1029621,22.8909407191,20.9343835551,22.3480621372,20.3899517337,21.0053928138,21.949808853,24.3952067073,21.8817948788,24.39,2.98491672932,0.0
62,1.7,0.0,41638.1029621,22.8884487883,20.9319489678,22.3446390486,20.3915001093,21.0025155105,21.9471261903,24.3914184479,21.8805451505,24.39,2.98491672932,0.0
63,1.7,0.0,41638.1029621,22.8862342319,20.9299094101,22.3414942609,20.3922880735,21.0000498937,21.9446403376,24.3902873505,21.8793116197,24.39,2.98491672932,0.0
64,1.7,0.0,41638.1029621,22.8841553081,20.9281015575,22.3384783494,20.3904288033,20.9978307378,21.9421948834,24.3899416096,21.8780906995,24.39,2.98491672932,0.0
65,1.7,0.0,41638.1029621,22.8821462569,20.9264426919,22.3355312779,20.3901383177,20.9957720266,21.939763552,24.3898341703,21.8768786961,24.39,2.98491672932,0.0
66,1.7,0.0,41638.1029621,22.8801991179,20.9249029056,22.3326517857,20.3901892965,20.9938415787,21.937388083,24.3898014981,21.8756779474,24.39,2.98491672932,0.0
67,1.7,0.0,41638.1029621,22.8783034803,20.923466663,22.3298370358,20.3893986177,20.9920208782,21.9350659728,24.3897926168,21.874485469,24.39,2.98491672932,0.0
68,1.7,0.0,41638.1029621,22.8764636954,20.9221268888,22.3270932337,20.3906330281,20.9903016384,21.9328100688,24.3897913731,21.8733032871,24.39,2.98491672932,0.0
69,1.7,0.0,41638.1029621,22.8746684294,20.9208730909,22.3244114493,20.3918100346,20.988671622,21.9305982353,24.3897917894,21.8721283622,24.39,2.98491672932,0.0
70,1.7,0.0,41638.1029621,22.8729208461,20.9196996867,22.321793707,20.3916510968,20.9871250078,21.9284412371,24.3897927667,21.8709628897,24.39,2.98491672932,0.0
71,1.7,0.0,41638.1029621,22.8712103742,20.918598214,22.3192308684,20.390281912,20.9856521997,21.9263218462,24.3897935599,21.8698039722,24.39,2.98491672932,0.0
72,1.74166666667,0.0,44186.7998292,22.8905892692,20.9240151397,22.3422632619,20.4886601615,20.9991600728,21.9382205812,24.462398868,21.8884538822,24.5,2.98491672932,0.0
73,1.78333333333,0.0,44186.7998292,22.9156826139,20.931270524,22.3723389013,20.499804309,21.0181251074,21.9491255081,24.4869453021,21.9150895422,24.5,2.98491672932,0.0
74,1.825,0.0,44186.7998292,22.9352742215,20.936973544,22.3954291215,20.5006498857,21.0340830703,21.95475173,24.4954453087,21.9386957574,24.5,2.98491672932,0.0
75,1.86666666667,0.0,44186.7998292,22.9467164326,20.9402819622,22.4086083234,20.4998991205,21.0445715072,21.9555703204,24.498355314,21.9554873326,24.5,2.98491672932,0.0
76,1.90833333333,0.0,44186.7998292,22.9525661305,20.9418993116,22.4151716196,20.5005363616,21.050856219,21.9545270493,24.4993357006,21.9664351028,24.5,2.98491672932,0.0
77,1.95,0.0,44186.7998292,22.9557343398,20.9426710492,22.4187577942,20.5020274407,21.054797489,21.9533926632,24.4996523147,21.9736418661,24.5,2.98491672932,0.0
78,1.99166666667,0.0,44186.7998292,22.9578733343,20.9430935531,22.4213482229,20.5004150346,21.0576013754,21.952521023,24.499750374,21.9787160068,24.5,2.98491672932,0.0
79,2.03333333333,0.0,44186.7998292,22.9595654733,20.9433545704,22.4235717288,20.5005942196,21.0597985891,21.9517107625,24.4997794964,21.9825484677,24.5,2.98491672932,0.0
80,2.075,0.0,44186.7998292,22.9608856004,20.9434852894,22.4254546711,20.5017260951,21.0615496917,21.9507314292,24.4997856135,21.9855535939,24.5,2.98491672932,0.0
81,2.11666666667,0.0,44186.7998292,22.9618320149,20.9434838541,22.4269481621,20.4995521219,21.0629113676,21.9495433896,24.4997838251,21.987945738,24.5,2.98491672932,0.0
82,2.15833333333,0.0,44186.7998292,22.9624141554,20.9433462275,22.4280422839,20.4989549024,21.0639215144,21.9481531222,24.4997790874,21.9898578504,24.5,2.98491672932,0.0
83,2.2,0.0,44186.7998292,22.9627058324,20.9430864769,22.428810283,20.4992919144,21.064634819,21.9466530497,24.4997748187,21.9914046102,24.5,2.98491672932,0.0
84,2.2,0.0,46735.4966964,22.982045915,21.0142600799,22.4532200697,20.9893256954,21.0793034335,21.9574934488,24.9234101908,22.009827722,25.0,2.98491672932,0.0
85,2.2,0.0,46735.4966964,23.009463175,21.0426998611,22.487337445,21.0003944688,21.1014398909,21.9704620867,24.987661684,22.0376557577,25.0,2.98491672932,0.0
86,2.2,0.0,46735.4966964,23.032926916,21.0346008384,22.5163973552,21.0006166828,21.1222013001,21.9788866606,24.9952373569,22.0639897442,25.0,2.98491672932,0.0
87,2.2,0.0,46735.4966964,23.0488846934,21.0171857281,22.5362021529,21.0002355223,21.1381912903,21.982836302,24.9980652341,22.0842062363,25.0,2.98491672932,0.0
88,2.2,0.0,46735.4966964,23.0590534232,21.0053398245,22.5491748451,20.9995178633,21.1499987746,21.9844753134,24.9991134941,22.0985116044,25.0,2.98491672932,0.0
89,2.2,0.0,46735.4966964,23.0660983402,21.0012269876,22.5587602184,21.0014692624,21.1592630268,21.9853803931,24.9994961001,22.1086872566,25.0,2.98491672932,0.0
90,2.2,94.25,46735.4966964,23.0814211412,21.0019393675,22.5670430363,21.0008083582,21.1671868417,22.0263613671,24.9996358653,22.1162892447,25.0,2.98491672932,0.0
91,2.2,133.5,46592.2064239,23.1041583307,21.0046515255,22.5752852928,20.9997779161,21.1744230556,22.095541216,24.9996929844,22.1223034291,25.0,2.98491672932,0.0
92,2.2,172.75,46592.2064239,23.1311119675,21.0079735507,22.5843203073,21.001750253,21.1812687814,22.1724511061,24.9997171688,22.1272552962,25.0,2.98491672932,0.0
93,2.2,212.0,46448.9161514,23.1603832536,21.0115356631,22.5946980149,21.0016103782,21.1878530853,22.2514768772,24.9997264627,22.1314061047,25.0,2.98491672932,0.0
94,2.2,251.25,46305.6258789,23.1912101354,21.0153830362,22.6066124869,21.0011441822,21.1942807485,22.3376093858,24.9997318587,22.1349317117,25.0,2.98491672932,0.0
95,2.2,290.5,46305.6258789,23.2241692503,21.0196121075,22.6199655261,21.0016444386,21.2006497586,22.4347919181,24.9997358469,22.1379676217,25.0,2.98491672932,0.0
96,2.2,329.75,36167.163203,23.147387365,21.0210737239,22.5797967069,20.8188906162,21.202613205,22.2881208858,24.5930246141,22.1108480763,24.5,2.98491672932,0.0
97,2.2,369.0,36167.163203,23.0586465049,21.0238530401,22.5335561339,20.6524998196,21.2064348883,22.1707247926,24.5152863247,22.0723989597,24.5,2.98491672932,0.0
98,2.2,408.25,36167.163203,23.0075765935,21.0274393364,22.5055941498,20.6067874886,21.2114503372,22.171934085,24.5057379055,22.0385619582,24.5,2.98491672932,0.0
99,2.2,447.5,36167.163203,22.9967717637,21.0309418191,22.4972749901,20.666272584,21.2163072015,22.2568015111,24.5019467797,22.0150857006,24.5,2.98491672932,0.0
100,2.2,486.75,36167.163203,23.0107854977,21.0339961839,22.5001956129,20.7794066523,21.2204244006,22.3715669922,24.5004514233,22.0006501936,24.5,2.98491672932,0.0
101,2.2,526.0,36167.163203,23.0358294115,21.0366527129,22.5070756695,20.9126377627,21.2238424666,22.4913482377,24.499875844,21.9919988432,24.5,2.98491672932,0.0
102,2.2,533.25,36167.163203,23.0624857661,21.0391225459,22.5146846797,21.0415501882,21.2268347551,22.6007192134,24.4996680403,21.9865500205,24.5,2.98491672932,0.0
103,2.2,540.5,36167.163203,23.0873539047,21.0415922501,22.522451737,21.1589658062,21.2296448738,22.6975516258,24.4996029454,21.9828515449,24.5,2.98491672932,0.0
104,2.2,547.75,36167.163203,23.1113453514,21.0441622442,22.5306192672,21.2711720701,21.2324093445,22.7901509422,24.4995902331,21.9802185758,24.5,2.98491672932,0.0
105,2.2,555.0,36167.163203,23.1351666414,21.0468668603,22.5393590582,21.381149011,21.235183618,22.8817977366,24.4995951418,21.9783269552,24.5,2.98491672932,0.0
106,2.2,562.25,36167.163203,23.1589626914,21.0497083809,22.5486338475,21.4891411467,21.2379842589,22.9724731633,24.4996052093,21.976984906,24.5,2.98491672932,0.0
107,2.2,569.5,36167.163203,23.1827096475,21.0526772145,22.5583079669,21.5950039488,21.2408137224,23.0618649747,24.4996162552,21.9760498279,24.5,2.98491672932,0.0
108,2.2,576.75,33725.9340402,23.1859577973,21.0492495447,22.5429405847,21.6761536901,21.2287898205,23.1385412091,24.4932042671,21.9557884796,24.49,2.98491672932,0.0
109,2.2,584.0,33725.9340402,23.1831056299,21.0437639132,22.5204169444,21.7526887288,21.2109422061,23.2151248437,24.4909659541,21.9275361767,24.49,2.98491672932,0.0
110,2.2,591.25,33725.9340402,23.1859760711,21.0398955275,22.5055512311,21.8369510363,21.1960559388,23.296449061,24.4901461182,21.902649606,24.49,2.98491672932,0.0
111,2.2,598.5,33725.9340402,23.1967322951,21.0384584745,22.5006940612,21.9279917174,21.1865851858,23.3796751042,24.4898410773,21.8848294928,24.49,2.98491672932,0.0
112,2.2,605.75,33725.9340402,23.2128263229,21.0387863989,22.5022149156,22.020531814,21.1813435092,23.4609469915,24.4897333829,21.8730278174,24.49,2.98491672932,0.0
113,2.2,613.0,33725.9340402,23.2314798881,21.0400508025,22.5064629799,22.1118035408,21.17850545,23.5397741748,24.4897000755,21.8650366606,24.49,2.98491672932,0.0
114,2.2,633.666666667,33725.9340402,23.2527981264,21.0417579153,22.5116733726,22.2102001735,21.1768676856,23.6265140878,24.4896917763,21.8591732642,24.49,2.98491672932,0.0
115,2.2,654.333333333,33725.9340402,23.2771937679,21.0437351674,22.5175048666,22.320093125,21.1759092619,23.7256108715,24.4896906297,21.8545244568,24.49,2.98491672932,0.0
116,2.2,675.0,33725.9340402,23.3044492736,21.0459775491,22.5241499802,22.4397402657,21.1754846695,23.8342976389,24.4896915977,21.8506714492,24.49,2.98491672932,0.0
117,2.2,695.666666667,33725.9340402,23.334044267,21.0485276063,22.5318158927,22.5659404271,21.1755724839,23.9486305196,24.4896935896,21.8474148008,24.49,2.98491672932,0.0
118,2.2,716.333333333,33725.9340402,23.3647827199,21.0514218032,22.5405888658,22.6936571671,21.1761630505,24.0634112148,24.4896962042,21.8446290244,24.49,2.98491672932,0.0
119,2.2,737.0,33725.9340402,23.39681037,21.0546770027,22.5504587631,22.8242664687,21.1772323067,24.1803927981,24.4896990951,21.8422151319,24.49,2.98491672932,0.0
120,2.25,757.666666667,33725.9340402,23.4307872069,21.058677465,22.5616001703,22.96112152,21.1791133139,24.3028715603,24.4896974935,21.8400009546,24.49,2.98491672932,0.0
121,2.3,778.333333333,33725.9340402,23.467250721,21.0636633435,22.5743770654,23.1052329222,21.1820501172,24.4319467263,24.4897346912,21.8380569654,24.49,2.98491672932,0.0
122,2.35,799.0,33725.9340402,23.5060746897,21.0695859358,22.5888113147,23.2554208704,21.1859939323,24.4812547346,24.4897846896,21.8364302062,24.49,2.98491672932,0.0
123,2.4,819.666666667,33725.9340402,23.5464484775,21.0761666063,22.6044087945,23.4096424829,21.1906211331,24.4873260188,24.4897842761,21.8349532649,24.49,2.98491672932,0.0
124,2.45,840.333333333,33725.9340402,23.5862758746,21.0832645063,22.6210172713,23.5599560115,21.1957716713,24.4880748291,24.4897646234,21.8335714401,24.49,2.98491672932,0.0
125,2.5,861.0,33725.9340402,23.6263540374,21.0908279823,22.6386201858,23.7104889442,21.2013879682,24.4881394975,24.4897471857,21.8322845926,24.49,2.98491672932,0.0
126,2.55,862.583333333,33725.9340402,23.6647565381,21.0988098063,22.6571282693,23.8506602639,21.2074156823,24.488146754,24.489730266,21.8310773452,24.49,2.98491672932,0.0
127,2.6,864.166666667,33725.9340402,23.7003175879,21.1071774492,22.6764673372,23.9755203222,21.2138191717,24.4881565273,24.4897181972,21.8299397183,24.49,2.98491672932,0.0
128,2.65,865.75,33725.9340402,23.7332254514,21.1158670758,22.6964705161,24.0884490732,21.2205372696,24.4881693982,24.4897107372,21.8288616325,24.49,2.98491672932,0.0
129,2.7,867.333333333,33725.9340402,23.7642963299,21.1248327279,22.7170231664,24.1945057335,21.2275369529,24.4881832626,24.489707221,21.8278674417,24.49,2.98491672932,0.0
130,2.75,868.916666667,33725.9340402,23.7940839432,21.1339920021,22.7379060424,24.2964886966,21.234737039,24.4881952349,24.4897022001,21.8269280087,24.49,2.98491672932,0.0
131,2.8,870.5,33725.9340402,23.8229917487,21.1433104669,22.7590337631,24.3954150901,21.2421106022,24.4882070529,24.4896998991,21.8260523635,24.49,2.98491672932,0.0
132,2.84166666667,872.083333333,23587.4713643,23.7593113541,21.1521815473,22.7323319797,24.426537259,21.2489572941,24.4369061564,24.4508348587,21.7954748293,24.43,2.98491672932,0.0
133,2.88333333333,873.666666667,23587.4713643,23.6735163937,21.1612772677,22.6962754526,24.4293402948,21.2561905606,24.4296877993,24.4371210164,21.7548547587,24.43,2.98491672932,0.0
134,2.925,875.25,23587.4713643,23.6155324791,21.1699122047,22.6758529681,24.4295662984,21.2629896872,24.4287035315,24.4321659196,21.7201574886,24.43,2.98491672932,0.0
135,2.96666666667,876.833333333,23587.4713643,23.5932403434,21.1781502818,22.6741147954,24.4295758106,21.2694770206,24.4286297167,24.4304113406,21.6963298931,24.43,2.98491672932,0.0
136,3.00833333333,878.416666667,23587.4713643,23.5933441959,21.1859111476,22.6830225625,24.4295650678,21.275574325,24.4286586527,24.429787334,21.681232523,24.43,2.98491672932,0.0
137,3.05,880.0,23587.4713643,23.6027503003,21.193195594,22.6953494213,24.4295605843,21.2812839332,24.4286944861,24.4295848285,21.6713896766,24.43,2.98491672932,0.0
138,3.09166666667,883.75,23587.4713643,23.6151182061,21.2000567742,22.707765318,24.4295607549,21.2866519177,24.4287233143,24.4295325656,21.664323526,24.43,2.98491672932,0.0
139,3.13333333333,887.5,23587.4713643,23.6286805908,21.2065871577,22.7196460432,24.4295645479,21.2917587258,24.4287470398,24.4295293696,21.6587712239,24.43,2.98491672932,0.0
140,3.175,891.25,23587.4713643,23.6432329093,21.2128786648,22.7312583451,24.4295704684,21.2966795896,24.428766953,24.4295388778,21.6541822223,24.43,2.98491672932,0.0
141,3.21666666667,895.0,23587.4713643,23.6587240683,21.219014871,22.7428672731,24.4295778951,21.3014855686,24.4287843191,24.4295514588,21.6503177524,24.43,2.98491672932,0.0
142,3.25833333333,898.75,23587.4713643,23.6749329463,21.2250550819,22.7545215249,24.4295857519,21.3062240653,24.4287989908,24.4295631025,21.647014521,24.43,2.98491672932,0.0
143,3.3,902.5,23587.4713643,23.6916117067,21.2310486084,22.7661875983,24.4295939542,21.3109376546,24.4288118126,24.4295741632,21.6441471199,24.43,2.98491672932,0.0
144,3.39166666667,906.25,23587.4713643,23.620000806,21.2097684983,22.7072462058,23.9650984834,21.2827072653,23.9713104626,24.0133896072,21.6130315844,23.94,2.98491672932,0.0
145,3.48333333333,910.0,23587.4713643,23.619282129,21.2082238441,22.7065165157,23.9400555832,21.2782802764,23.9399509187,23.9507903542,21.6015056256,23.94,2.98491672932,0.0
146,3.575,913.75,23587.4713643,23.6685670166,21.2223100567,22.7454841321,23.9397016732,21.2926723085,23.9390729884,23.9439595812,21.6064141373,23.94,2.98491672932,0.0
147,3.66666666667,917.5,23587.4713643,23.7197860873,21.2385510324,22.7839906758,23.939640633,21.3096851002,23.9389230423,23.9412335924,21.6145586618,23.94,2.98491672932,0.0
148,3.75833333333,921.25,23587.4713643,23.7567558882,21.2515180868,22.8093035424,23.9396687955,21.3228955998,23.938960651,23.9402710445,21.6205250121,23.94,2.98491672932,0.0
149,3.85,925.0,23587.4713643,23.7813426952,21.2609530145,22.824025033,23.939693015,21.3319745413,23.9390007216,23.9399365944,21.6234607096,23.94,2.98491672932,0.0
150,3.94166666667,920.416666667,23587.4713643,23.7983843179,21.2683499916,22.8341177524,23.9397149834,21.3386386792,23.9390340074,23.9398287045,21.6243154835,23.94,2.98491672932,0.0
151,4.03333333333,915.833333333,23587.4713643,23.8114128014,21.2749861382,22.8433061759,23.9397339196,21.3443625117,23.9390594669,23.9398002435,21.6241352482,23.94,2.98491672932,0.0
152,4.125,911.25,23587.4713643,23.8221974091,21.281451492,22.8526833623,23.9397495484,21.3498406565,23.9390786262,23.9397987396,21.6235315726,23.94,2.98491672932,0.0
153,4.21666666667,906.666666667,23587.4713643,23.8313908965,21.28787052,22.8620846717,23.9397624731,21.3552410221,23.9390936068,23.9398063422,21.6227531506,23.94,2.98491672932,0.0
154,4.30833333333,902.083333333,23587.4713643,23.8392104445,21.2941971944,22.8711595588,23.9397733796,21.3605368068,23.939105915,23.9398168217,21.621875995,23.94,2.98491672932,0.0
155,4.4,897.5,23587.4713643,23.8457798016,21.3003734364,22.8797397133,23.9397827441,21.3656826296,23.9391163817,23.9398277037,21.6209256546,23.94,2.98491672932,0.0
156,4.45,892.916666667,16077.0108636,23.7837248608,21.2988840907,22.8378645941,24.0095177379,21.354718251,24.0058459297,23.9939862207,21.5850295394,24.02,2.98491672932,0.0
